property_id,sale_date,area_sqft,bedrooms,bathrooms,location_score,property_age,distance_city_km,near_school,near_metro,crime_rate_index,house_price_inr
201836,01-02-2014,2250,3,2,5.5,12,13.4,0,0,4.81,27107125
201837,01-07-2021,1658,4,2,4.7,35,14.8,0,1,1.58,14433332
201838,01-10-2023,1463,3,2,6.4,27,9.4,1,0,6.47,16644437
201839,01-10-2010,1608,3,3,9.5,20,1.8,0,0,2.38,25799412
201840,01-08-2019,2348,5,4,8.5,26,1.9,1,0,5.9,35726141
201841,01-06-2012,1845,4,2,7.5,16,9.4,0,0,3.31,24681359
201842,01-06-2017,1255,3,3,6,30,22.3,0,1,2.38,15163119
201843,01-04-2019,1501,3,2,6.3,20,13.2,1,1,6.15,18715464
201844,01-03-2010,3146,5,3,7.6,19,18.3,0,1,5,42034508
201845,01-07-2021,2569,5,3,6.5,9,14,0,0,2.94,32220741
201846,01-01-2011,2221,5,3,7.1,19,9.3,0,1,5.14,28067974
201847,01-11-2022,2138,3,3,5.1,26,17.2,1,1,6.38,23811517
201848,01-04-2012,1367,3,2,9,22,14.8,0,0,2.7,19684718
201849,01-11-2015,1872,4,3,4.8,52,24.5,1,0,5.07,17809696
201850,01-03-2015,1263,3,3,8.9,20,4.3,0,0,8.28,21661694
201851,01-08-2016,869,2,2,8.7,19,9.5,1,0,2.33,12853847
201852,01-05-2020,1774,4,3,5,50,23.8,0,0,5.9,17506523
201853,01-12-2021,1860,4,4,5.7,36,17.8,1,0,0.5,19143973
201854,01-06-2020,1048,1,1,7.2,14,8.9,0,1,1.54,12755206
201855,01-09-2013,1625,4,3,5.2,20,10.5,1,1,4.3,12923058
201856,01-07-2020,1141,3,2,6.4,21,9.3,0,0,5.26,13558338
201857,01-07-2011,1750,4,3,7.8,21,1.4,0,0,4.39,27679504
201858,01-10-2020,2151,5,3,7.9,12,1.7,1,0,8.97,28345596
201859,01-07-2020,1133,2,3,5.3,22,15.6,1,1,2.56,14414477
201860,01-07-2018,1330,3,3,4.6,11,15.8,0,1,2.64,13466821
201861,01-11-2014,1504,3,3,8.1,9,16.2,0,1,4.39,21306107
201862,01-06-2011,1809,4,4,7.2,30,12.3,1,1,3.6,26400162
201863,01-01-2012,1864,4,3,3.9,40,27.4,0,0,4.09,18999419
201864,01-04-2014,1095,2,2,6.6,16,15.6,0,0,2.45,14679479
201865,01-08-2011,1854,2,2,8.6,27,12.4,0,1,7.29,30464422
201866,01-07-2016,2122,4,3,6.2,23,21.4,0,1,2.92,22875997
201867,01-03-2011,589,2,3,8.1,26,9.6,0,1,5.9,7184092
201868,01-02-2010,3267,7,6,2.1,23,21.2,0,1,4.12,22977742
201869,01-09-2013,2868,6,5,5.9,37,12.1,0,0,1.56,32493429
201870,01-12-2011,1155,3,2,9.2,7,7.2,0,0,5.38,15286803
201871,01-04-2014,1178,1,1,6.3,6,28.3,1,1,1.58,15797009
201872,01-12-2010,1944,3,3,5.9,30,15.3,1,1,6.28,20887710
201873,01-10-2018,2663,6,4,5.3,13,11.5,1,1,7.23,34707028
201874,01-01-2019,846,2,1,8.4,20,10.6,1,0,2.32,10992747
201875,01-01-2014,2130,3,2,5.2,27,20.9,1,0,3.59,21933775
201876,01-11-2014,2523,5,5,7,6,10.1,1,1,2.87,37181840
201877,01-11-2015,2743,7,6,7.1,23,14.8,0,0,6.36,29593156
201878,01-07-2015,2631,6,5,3.9,16,13.4,0,1,4.26,21616913
201879,01-01-2015,1749,4,3,5.9,25,14.2,1,1,4.09,19735084
201880,01-12-2019,1974,4,4,4.9,19,24.7,1,0,2.78,20466187
201881,01-04-2016,1808,3,3,7.8,13,8.1,0,0,6.23,22914093
201882,01-06-2020,1494,2,1,5.4,15,10.4,0,1,8.08,17413539
201883,01-03-2023,2077,4,2,7.5,22,2.4,1,1,5.62,27979281
201884,01-05-2015,1502,4,4,5,34,9.8,1,0,2.62,14151376
201885,01-10-2022,2349,5,4,5.6,20,21.4,1,0,4.33,24888636
201886,01-02-2015,1635,3,3,6.9,26,10.9,1,1,4.93,20680817
201887,01-01-2010,2116,4,3,8.3,24,20.3,1,0,2.97,28173714
201888,01-08-2021,1269,4,4,4.7,19,23.6,1,1,4.33,14158059
201889,01-07-2011,2232,5,5,6.7,17,21.8,1,1,7.9,30307739
201890,01-01-2011,1175,4,3,9.6,23,1,0,0,3.05,19796654
201891,01-03-2015,907,2,2,4.9,8,20.7,0,1,1.79,9394092
201892,01-05-2018,1101,2,3,9.2,40,12.2,0,0,4.33,14934417
201893,01-02-2019,2784,5,4,6.6,23,13.8,0,0,2.65,41645033
201894,01-01-2012,2896,6,4,7.5,7,10.8,0,0,5.57,42711516
201895,01-09-2013,2056,3,3,7.2,17,6.4,0,1,3.05,27301063
201896,01-03-2019,1130,3,2,6.5,22,6.7,0,1,5.83,12512857
201897,01-12-2020,500,1,1,5.2,29,18.3,0,0,3.66,3991391
201898,01-05-2018,1615,3,3,5.5,27,16.2,0,1,5.46,16819323
201899,01-04-2010,1413,3,3,5.2,16,16.3,0,1,3.29,13180815
201900,01-09-2015,1932,3,3,8.2,16,9.6,1,1,3.66,30304103
201901,01-09-2020,500,1,2,3.9,38,19.1,0,1,6.48,2675844
201902,01-12-2014,2816,6,4,5.3,35,14.6,1,1,4.63,29889230
201903,01-09-2010,2080,5,3,7.1,13,2.6,0,0,3.41,27360959
201904,01-02-2012,2569,6,5,6,5,21.7,1,1,0.5,27572131
201905,01-07-2012,884,2,2,6.1,34,21.9,1,1,5.55,9930316
201906,01-03-2018,1378,2,2,9.1,23,7.6,0,1,6.06,19857381
201907,01-11-2019,1822,3,3,8.9,18,16,0,1,4.4,28018397
201908,01-03-2013,1720,3,2,5.9,36,15.3,0,1,0.5,18672560
201909,01-09-2019,1535,2,1,6.8,23,11.4,0,0,1.91,20003576
201910,01-01-2016,2066,3,2,5.8,30,13.5,1,1,0.5,24273262
201911,01-10-2010,1235,3,2,4.4,16,17.6,1,1,2.15,12566489
201912,01-03-2010,1777,2,2,5.8,18,17.3,1,0,2.38,17096348
201913,01-07-2023,2236,4,3,7.2,12,15.7,0,0,3.09,33867685
201914,01-05-2019,1395,3,3,7.1,7,12.9,1,0,8.38,19292827
201915,01-04-2019,1630,4,4,6.9,44,11.1,0,0,1.5,19980347
201916,01-04-2010,1241,4,3,5.1,31,18,1,1,6.96,11497924
201917,01-11-2015,860,2,2,8.5,48,6.3,1,1,5.47,11905098
201918,01-08-2020,2994,7,5,3.8,9,12.7,0,0,4.47,27596918
201919,01-04-2022,2542,5,4,9.4,7,3.4,0,0,4.37,42749874
201920,01-11-2016,1231,2,3,7,8,13.8,1,0,6.32,16351541
201921,01-07-2013,500,2,2,4.1,23,19.9,1,1,2.1,4582980
201922,01-03-2015,2411,4,4,5.8,21,20.8,0,0,5.65,30970375
201923,01-06-2023,2999,7,5,8.9,39,4.8,1,1,4.58,34087956
201924,01-05-2012,2771,6,3,6.3,24,18.9,1,0,0.5,35779270
201925,01-11-2019,2070,5,4,6.1,11,14.6,0,1,1.28,24310577
201926,01-12-2013,1534,2,2,6.2,35,15.1,1,0,4.31,17273905
201927,01-08-2014,1495,1,1,9,18,13.2,0,1,5.64,22950327
201928,01-04-2015,2540,6,5,5.9,16,9.8,1,1,8.69,26766815
201929,01-12-2010,2033,3,3,6.6,13,8.9,1,0,4.55,26064166
201930,01-09-2021,3025,7,5,6.7,11,18.9,0,0,1.02,37641359
201931,01-07-2015,1446,3,2,7.7,24,15.3,1,0,1.37,17024146
201932,01-03-2021,2265,4,3,6.9,17,15.7,0,0,4.47,30011103
201933,01-02-2017,2904,5,4,7.1,26,8.5,0,1,5.05,40774179
201934,01-03-2015,1375,1,1,6.8,23,1,1,1,1.56,15552280
201935,01-09-2021,2105,3,3,4.4,20,13.7,0,1,3.67,20190961
201936,01-02-2016,1580,2,2,6.3,4,5.9,1,1,4.28,17979827
201937,01-06-2017,500,1,2,8.3,16,11.6,1,0,6.78,7785348
201938,01-03-2015,2262,4,3,9.1,37,2.6,1,1,4.74,31959994
201939,01-01-2023,1799,4,3,4.5,9,8.8,1,0,6.88,17349527
201940,01-05-2013,1998,5,4,6.9,9,15.8,0,1,2.88,29323016
201941,01-07-2013,2196,4,4,4.2,28,15.4,0,1,7.79,19367087
201942,01-08-2022,963,2,3,9.7,15,6.3,1,1,3.12,17901977
201943,01-03-2019,1866,4,4,8.7,8,9.5,1,1,0.5,28880319
201944,01-06-2020,1680,3,2,5.1,18,20.6,1,1,3.17,18371437
201945,01-04-2021,1258,3,3,6.4,15,21.4,0,1,6.79,14106632
201946,01-03-2016,1914,4,4,5.2,10,13.5,0,0,7.41,20080111
201947,01-09-2019,2349,6,4,5.2,19,9.4,1,1,5.5,23195237
201948,01-07-2014,544,1,1,10,26,4.9,0,1,2.83,6270967
201949,01-01-2017,1145,3,2,5.6,26,10.7,1,0,4.31,11723002
201950,01-06-2022,1411,3,3,4.7,20,13.5,0,1,8.15,16081146
201951,01-04-2022,1698,4,3,7,28,8.3,0,0,7.26,20298885
201952,01-11-2012,2295,6,5,7.5,40,17.2,0,1,0.5,27290065
201953,01-11-2022,2271,4,3,7,14,16,0,0,1.77,29228425
201954,01-11-2017,3005,6,6,4.8,36,14,0,0,1.32,29983662
201955,01-11-2018,2464,5,4,5.4,21,22.2,0,0,3.63,25302660
201956,01-01-2021,1396,3,2,7.6,8,18.4,1,0,3.8,19811118
201957,01-04-2022,1944,5,3,6.3,25,17.4,0,0,4.19,20820752
201958,01-09-2010,1523,2,2,6.3,42,14.6,1,1,8.4,16325052
201959,01-04-2020,1502,3,2,9,6,9.9,0,1,3.93,25705198
201960,01-10-2012,1788,5,3,7.2,18,10.3,1,0,3.2,26183823
201961,01-03-2018,1261,3,3,5,19,13.8,0,1,6.38,12348473
201962,01-06-2012,2662,5,4,6.7,21,12.2,1,1,1.34,29259890
201963,01-02-2012,1470,4,3,5.3,15,14.6,0,1,8.95,16050903
201964,01-09-2010,2256,4,3,5.7,16,14.6,0,1,5.11,27111873
201965,01-06-2017,1123,3,2,8.5,17,11.5,0,1,0.5,18892508
201966,01-10-2017,1833,4,3,9,11,10.9,1,0,4.88,30723258
201967,01-01-2013,1493,3,2,8.4,39,4.8,1,0,3.14,18538786
201968,01-07-2015,2075,4,4,7.8,44,16.4,1,1,6.67,28846216
201969,01-07-2020,2087,5,4,6.8,30,7,1,1,5.86,26061611
201970,01-12-2011,2139,4,3,5.2,61,14.7,1,0,5.49,17167044
201971,01-03-2022,1243,2,2,4.7,14,18.7,0,0,2.98,12412037
201972,01-07-2012,818,2,2,8.9,15,4.7,0,1,8.27,12075434
201973,01-02-2011,1688,3,4,6.3,32,19.1,0,0,2.8,21849694
201974,01-07-2011,1989,3,2,1.9,18,15.5,1,0,8.65,13282605
201975,01-01-2014,2272,5,4,8.2,13,20,1,0,2.64,34878937
201976,01-02-2023,2231,5,5,7.4,38,5.7,0,1,2.16,22908728
201977,01-12-2019,1714,3,3,5.9,34,18.1,0,1,2.89,13603958
201978,01-11-2019,960,3,2,7.2,37,17.5,0,0,4.81,10441299
201979,01-02-2023,2309,5,3,7.2,13,4.4,0,1,4.96,28383365
201980,01-10-2015,1123,3,2,5.8,6,15.5,1,1,7.73,13143640
201981,01-03-2013,2078,4,3,10,17,7.9,0,0,4.96,32109271
201982,01-01-2013,937,2,2,7.4,18,4.3,1,1,4.84,12867435
201983,01-06-2010,2128,4,3,5.3,52,11.8,1,0,5.72,19696743
201984,01-08-2012,1675,2,1,5.7,14,16.8,0,1,4.89,16942702
201985,01-04-2020,1449,3,3,8.9,57,1.1,1,0,5.06,21761666
201986,01-10-2017,2782,7,5,4.5,26,18.2,1,0,7.12,27673922
201987,01-09-2012,669,1,1,5.4,37,13.3,1,0,3.74,4692968
201988,01-12-2023,1293,2,3,5.8,33,15.4,1,0,4.64,14239866
201989,01-02-2013,1305,3,3,3.2,18,16.8,1,0,5.03,9417343
201990,01-01-2022,2328,4,3,3,22,11.5,1,1,3.18,20745512
201991,01-12-2020,1322,2,1,5.3,20,11.9,1,1,0.5,14403842
201992,01-08-2014,2029,3,3,4.9,32,17.8,1,0,1.92,18272020
201993,01-07-2017,2089,3,4,6.2,15,13.9,0,0,3.87,28311157
201994,01-04-2019,1946,4,4,6.7,5,13.6,0,0,2.3,20947268
201995,01-07-2018,1152,2,2,3,35,16.8,1,1,6.56,8976883
201996,01-03-2023,2242,4,4,7.6,35,1,0,0,5.77,29378988
201997,01-02-2010,2037,4,4,6.8,43,12.7,1,0,4.55,23335971
201998,01-04-2019,2492,6,4,4.3,40,18.1,0,0,2.37,22111384
201999,01-03-2012,2554,4,4,7,9,12.5,0,1,6.87,32279382
202000,01-11-2011,2434,6,3,4.7,12,11.1,1,1,2.92,28579892
202001,01-04-2022,1395,3,2,4.3,17,18.8,0,0,5.07,12171198
202002,01-04-2022,1481,3,2,5.7,10,10.4,1,0,8.06,15587359
202003,01-12-2011,2400,6,5,5.2,26,26.6,1,0,2.55,29581104
202004,01-11-2020,1573,3,2,4.2,26,11,1,1,3.17,14811907
202005,01-08-2019,2335,3,3,5.7,18,20.2,1,0,6.34,29294980
202006,01-05-2020,1302,2,2,8,22,3.3,1,1,6.83,17279944
202007,01-07-2012,1786,2,1,4.8,4,17.1,1,1,6.15,13830009
202008,01-01-2017,3289,5,5,8.1,19,9,0,0,3.82,45638298
202009,01-05-2012,1477,4,3,5.6,63,18.9,1,0,1.04,13970575
202010,01-09-2021,2308,5,3,3.8,6,24.5,0,1,9.06,23993396
202011,01-01-2010,899,3,3,9.4,28,6.4,0,0,2.23,11817943
202012,01-11-2016,1294,2,2,7.5,49,5.6,1,0,7.5,13647757
202013,01-12-2020,1560,4,4,9.2,11,6.5,0,0,7.42,23672468
202014,01-12-2012,1077,2,2,6.6,15,12.4,0,0,3.45,12862450
202015,01-08-2022,2655,6,4,8.5,22,4.7,1,0,3.26,35910010
202016,01-09-2010,1783,4,4,5.2,16,15.9,1,1,4.05,20808995
202017,01-08-2021,2330,5,3,8.3,24,15.1,1,0,4.63,35221895
202018,01-01-2023,2054,3,3,9.9,18,4.7,0,1,0.83,31308049
202019,01-02-2016,2356,6,4,6.1,22,10.3,1,1,1.95,30429196
202020,01-11-2010,1473,4,3,5.5,10,22.1,1,0,2.7,17089045
202021,01-03-2018,1472,4,4,7,10,21.3,1,1,2.11,19932947
202022,01-09-2012,1055,2,1,7.5,23,18.4,1,0,5.29,13217207
202023,01-04-2010,1764,2,3,5.5,10,15.8,1,1,2.82,19340075
202024,01-02-2022,1586,4,3,7.3,15,10.9,1,0,8.1,17560191
202025,01-01-2010,2759,6,4,7.3,19,13.2,0,0,6.58,32351766
202026,01-09-2016,1271,3,2,8.4,28,7.2,1,1,8.07,18053682
202027,01-03-2019,1881,5,3,6.5,5,3.6,0,0,4.78,21111599
202028,01-01-2010,2838,5,4,6.7,12,18.4,1,1,1.77,38004991
202029,01-09-2013,1450,2,1,4.5,18,12.6,1,0,6.99,15462440
202030,01-03-2015,1306,3,3,7.8,25,3.9,0,1,1.21,18780812
202031,01-11-2017,1739,3,3,8.8,28,5.4,1,1,3.63,22911975
202032,01-01-2016,2061,3,2,7.7,35,16.1,1,1,7.2,29095369
202033,01-12-2020,1934,4,4,8.6,9,6.8,1,1,2.94,27445527
202034,01-11-2022,1389,2,1,6.6,23,18.4,0,1,3.78,17611487
202035,01-05-2022,2134,3,3,8.2,15,11.8,1,0,2.74,31658895
202036,01-05-2021,1814,4,3,7.3,39,15.7,0,1,6.34,26187473
202037,01-02-2021,1384,3,3,8,7,5,0,1,3.14,20596540
202038,01-11-2021,1486,2,2,5.2,9,9.1,0,0,2.27,18179516
202039,01-07-2016,768,1,1,9.8,27,1,0,0,4.5,11079499
202040,01-05-2019,1530,4,4,8.3,13,18.1,0,0,3.6,21638941
202041,01-10-2013,1759,4,4,5.4,17,10,1,0,1.76,16987295
202042,01-04-2016,1918,4,4,6.5,9,21.2,0,0,7.4,25711288
202043,01-03-2011,1722,2,2,10,16,3.6,1,0,4.37,20871721
202044,01-12-2013,1893,3,3,3.8,11,14.4,1,0,4.21,18048468
202045,01-05-2019,1749,3,3,6.6,26,9.4,1,1,5.22,20612776
202046,01-09-2016,1727,3,2,5.2,25,21.9,1,0,7.7,18918403
202047,01-05-2016,1891,3,2,9,14,5,1,1,4.07,29032820
202048,01-07-2016,1140,3,3,5.6,9,12.1,0,1,7.37,15281530
202049,01-11-2016,1180,3,2,6.2,24,19.3,1,0,4.27,13097702
202050,01-01-2022,2536,6,5,7,19,9.3,0,0,4.42,36419039
202051,01-01-2022,2110,3,3,7,23,9.4,1,1,3.83,28010534
202052,01-05-2010,1307,2,1,4.9,32,22.8,0,0,6.58,10443739
202053,01-05-2023,1729,3,3,3.6,26,24.8,1,0,6.08,13779601
202054,01-08-2016,2751,6,5,8.9,31,7.9,1,0,5.34,39963920
202055,01-12-2010,1249,1,1,4,17,17,1,0,3.73,10455401
202056,01-12-2016,1982,3,3,6.6,14,10.3,0,1,2.53,25397739
202057,01-02-2015,1282,3,3,10,8,16.7,0,1,2.37,23461411
202058,01-12-2016,1630,4,4,6.7,13,6.5,0,0,2.43,22543106
202059,01-11-2023,1954,4,4,6.1,23,4,0,1,5.24,24748546
202060,01-02-2020,1066,2,1,1.6,20,26.1,0,1,2.89,5993327
202061,01-10-2020,1459,4,5,5.5,26,13.3,0,0,7.84,16197032
202062,01-06-2013,2271,6,6,9.4,4,10.5,0,1,1.68,36629421
202063,01-11-2011,1666,4,2,9,7,4.1,0,1,1.86,23242676
202064,01-08-2014,2238,3,2,10,28,7.1,1,0,1.3,39750608
202065,01-02-2015,2765,6,5,5.5,34,15.3,1,0,5.42,27668546
202066,01-11-2019,1170,2,1,9.3,20,3.3,0,0,3.33,19881695
202067,01-08-2023,2258,4,3,3.1,5,23.5,1,1,3.47,20216833
202068,01-03-2014,2025,3,4,4.9,18,13.6,1,1,3.23,21712660
202069,01-07-2012,2024,3,3,2.7,42,33.4,1,0,7.02,13401808
202070,01-05-2018,731,1,1,5.8,17,20.1,1,0,1.19,7386328
202071,01-04-2020,1904,3,3,3.6,28,22.3,0,0,7.02,17729925
202072,01-07-2019,576,2,1,6.2,13,17.8,1,1,3.48,7262894
202073,01-12-2023,1933,4,3,9.7,32,2.5,0,0,8.29,31928809
202074,01-06-2019,500,1,1,4.9,21,18.3,1,0,3.94,4764652
202075,01-01-2010,1402,3,3,9.5,15,7.7,1,0,0.72,25119095
202076,01-06-2019,500,1,1,6.1,22,20.1,0,1,6.34,5424313
202077,01-03-2013,2156,4,3,5.9,16,17.5,0,0,4.51,26084966
202078,01-04-2023,2136,4,4,7.3,34,13.9,1,1,1.71,28674272
202079,01-05-2011,1568,3,1,7.1,36,20.8,1,1,1.1,23282103
202080,01-04-2011,2925,7,5,7.4,47,12.9,1,0,6.19,38897833
202081,01-02-2020,1047,3,3,5.4,26,11,1,1,4.62,11305837
202082,01-10-2015,1654,4,4,5.6,13,17.2,1,1,4.58,22649361
202083,01-09-2011,3357,6,4,10,19,4.8,1,0,3.47,46172125
202084,01-09-2010,1836,4,3,7.9,8,14.5,1,1,2.97,29247971
202085,01-02-2018,3402,6,5,8,23,1,0,0,6.05,43811871
202086,01-11-2013,1400,2,2,6.9,37,19.4,0,1,0.5,16380177
202087,01-12-2011,2370,5,3,7.9,40,3.4,0,0,5.43,27476768
202088,01-06-2016,2145,5,4,6.2,12,20.9,0,1,6,23976124
202089,01-01-2020,1368,3,2,4.2,25,22.7,1,0,4.32,14391051
202090,01-02-2012,1106,2,2,5.6,34,11.3,0,0,5.32,11326926
202091,01-03-2019,1442,3,4,8.1,66,6.2,0,0,7.86,13046902
202092,01-01-2020,2605,5,4,4.6,21,16.1,0,1,4.99,23984914
202093,01-07-2018,629,1,1,8.2,10,9.7,0,0,3.93,8183713
202094,01-05-2015,2855,6,5,7.2,15,5.9,1,0,5.28,35367193
202095,01-02-2012,1590,3,3,8.3,18,6.5,1,1,9.89,22253886
202096,01-09-2012,2711,6,6,8.8,43,11.4,0,1,0.5,39903828
202097,01-08-2013,1417,3,2,6.6,20,13.3,1,0,4.15,14122297
202098,01-04-2021,1982,3,2,8.9,8,6.3,0,0,0.5,34925870
202099,01-08-2014,1965,3,2,3.9,29,23.8,1,0,3.82,13255835
202100,01-06-2018,1511,2,1,6.7,10,7.7,0,0,5.67,19845721
202101,01-07-2017,1735,4,3,9.3,25,1,1,1,3.84,27701657
202102,01-10-2010,2604,6,4,9.2,56,4.7,1,1,2.56,40098126
202103,01-07-2015,980,3,2,6,18,15.8,0,1,7.19,12447255
202104,01-11-2016,1743,3,3,5.6,12,11.9,0,0,3.63,21796856
202105,01-07-2012,2115,5,6,7,33,12,1,0,3.02,27891168
202106,01-05-2015,1696,3,4,4.7,25,19.4,1,0,3.92,16256730
202107,01-07-2018,1795,3,3,7.1,45,14.4,1,1,3.36,19673601
202108,01-06-2018,3258,6,5,6.9,13,16,1,0,5.83,36725897
202109,01-01-2023,1353,3,2,9.5,24,3.3,0,0,6.34,15991331
202110,01-06-2023,799,1,2,6.2,3,21,1,0,3.94,10878618
202111,01-07-2020,1978,5,4,4,12,21.2,1,1,4.41,20662350
202112,01-04-2023,2494,5,5,7.9,22,8.1,0,1,4.86,34831842
202113,01-08-2014,1556,3,3,4.8,17,23.8,0,1,5.58,15928478
202114,01-05-2023,568,2,1,7.7,35,8.1,1,1,3.15,7707648
202115,01-04-2020,1670,4,3,9.6,47,1,1,0,2.97,24098961
202116,01-05-2013,1717,4,4,10,19,5.9,1,1,5.39,30199997
202117,01-02-2023,887,1,1,7.3,21,2.8,0,1,1.08,11237301
202118,01-06-2013,1849,3,3,9,5,3.6,1,0,1.84,26739151
202119,01-06-2023,1502,2,2,6.6,28,13.2,1,0,4.93,18687581
202120,01-02-2020,2589,5,4,5.7,40,17.7,1,0,1.58,30937417
202121,01-07-2015,3000,7,5,6.2,19,18.1,1,1,5.01,36522298
202122,01-03-2011,1813,3,3,4.7,14,19.9,0,1,2.48,19136587
202123,01-11-2011,1414,2,2,5,24,18.8,0,0,3.58,14616839
202124,01-06-2021,1135,3,3,8.5,8,4.4,1,1,7.89,17084503
202125,01-04-2022,3217,6,5,6.3,17,15.8,0,0,6,44428036
202126,01-05-2014,1564,4,3,10,16,2,1,1,2.82,23157525
202127,01-04-2023,1564,3,2,4.3,2,17.4,1,0,4.31,17818263
202128,01-07-2010,2148,4,3,4.6,36,15.3,1,1,5.01,16391263
202129,01-05-2016,2754,6,5,8.1,26,16.2,0,0,8.06,34984323
202130,01-10-2019,1090,3,4,4.7,25,24.6,0,0,3.94,9759653
202131,01-11-2016,1149,1,1,8.7,12,1,0,0,6.97,15469195
202132,01-11-2011,1825,3,2,7.3,13,9.1,1,1,3.99,24023049
202133,01-07-2012,1925,3,2,7.2,27,5.9,0,1,0.5,25421591
202134,01-06-2011,1887,2,2,3.4,14,20.7,1,1,4.99,16604662
202135,01-02-2018,1429,3,2,6,9,20.9,1,0,3.41,16848278
202136,01-03-2011,1304,4,3,6,14,14.7,1,1,3.81,17801590
202137,01-09-2013,1993,4,3,8.8,22,12.3,1,1,4.31,29405026
202138,01-02-2015,1972,4,3,7.7,5,5.8,0,1,4.97,25043290
202139,01-01-2022,2480,5,4,5.6,10,23.6,1,0,4.08,30778173
202140,01-05-2014,1041,1,1,7.1,45,22.1,1,0,2.56,8354397
202141,01-03-2013,2350,4,4,8.2,11,9.3,0,1,2.31,35650087
202142,01-04-2013,1320,3,2,5,16,2.1,0,1,5.04,19284643
202143,01-04-2014,2784,6,5,7.8,15,2.1,0,0,2.34,40686222
202144,01-03-2018,2714,6,4,7.7,21,3.9,1,1,4.67,36458811
202145,01-12-2011,2061,3,2,8.3,19,13,1,0,1.12,31194854
202146,01-08-2021,1613,3,3,7.1,13,10.9,1,1,1.97,22419963
202147,01-06-2012,1140,2,3,7.5,36,5,1,0,5.62,11962984
202148,01-12-2021,1655,4,4,4.9,10,20.6,1,0,3.55,19141615
202149,01-01-2017,1695,3,3,2.4,17,21.3,1,0,2.88,13472210
202150,01-01-2019,1692,5,4,7.7,3,1.7,0,1,1.26,32163783
202151,01-12-2016,2240,4,3,5.5,21,5.4,0,1,3.91,21464060
202152,01-01-2019,834,3,2,8.2,14,12.6,0,1,2.49,13068440
202153,01-12-2012,2054,3,2,5.5,14,19.5,1,0,6.13,22621628
202154,01-08-2014,2038,5,5,6,8,9.5,1,0,1.51,24057290
202155,01-06-2010,1071,2,2,9.2,25,1,1,0,3.23,12483525
202156,01-06-2012,1866,3,3,6.3,22,11.5,0,0,4.38,22351446
202157,01-01-2012,1836,4,2,6,19,25.5,0,1,5.02,19809177
202158,01-12-2010,917,2,2,5.6,8,17.2,0,1,3.75,10374582
202159,01-05-2021,701,2,2,5.5,9,13,0,0,6.69,8210909
202160,01-07-2014,2090,3,2,5.7,18,11.9,1,0,2.38,24554204
202161,01-05-2014,2537,5,4,10,8,7,1,1,7.02,47605353
202162,01-09-2017,1283,3,3,5.8,25,20,0,0,1.84,13157091
202163,01-01-2021,1388,2,1,7.5,14,4.6,0,0,0.5,19488517
202164,01-06-2011,2422,5,3,4.2,10,16.6,1,0,2.04,21165259
202165,01-11-2012,1938,6,5,6.4,19,13.5,0,0,3.55,21570101
202166,01-05-2013,2918,5,5,6,22,14.1,1,0,5.42,30270935
202167,01-01-2014,2030,4,3,5.5,28,16.3,1,0,8.22,20214215
202168,01-03-2018,2692,5,4,7,20,10.8,1,1,7.29,28110401
202169,01-08-2013,1494,3,2,7.3,38,20,1,0,4.16,15494340
202170,01-10-2011,1859,3,2,8.1,8,6.3,0,1,3.54,27121119
202171,01-12-2013,2131,5,4,10,26,9.1,1,0,2.75,37159905
202172,01-04-2014,1495,3,3,6.5,15,10.7,1,1,6.91,18002368
202173,01-04-2016,1687,2,2,4.2,4,29.3,1,0,5.93,14576051
202174,01-09-2017,1384,3,2,9.6,47,3.2,0,1,3.09,20258518
202175,01-12-2021,2956,6,4,5.3,5,15.6,1,1,3.69,34116551
202176,01-03-2021,1766,5,4,5.7,9,20.8,0,1,1.47,22664986
202177,01-12-2020,2342,4,3,9.9,28,1,1,1,7.6,44130034
202178,01-05-2019,1337,4,4,7.3,9,15.7,0,1,5.97,17903980
202179,01-03-2011,1238,3,3,4.6,34,17.3,1,0,8.2,11258683
202180,01-04-2022,1384,3,2,3.1,23,21.5,1,0,3.51,10457258
202181,01-01-2018,1462,2,2,6.8,8,7.7,1,0,5.62,17307097
202182,01-04-2020,1691,4,3,5.1,17,19.2,0,0,3.42,16507674
202183,01-03-2016,2008,4,3,4.8,40,14.5,0,0,4.42,20162550
202184,01-04-2018,1847,3,3,6.4,8,14,1,1,5.58,24409559
202185,01-01-2014,1363,3,2,3.3,44,20.5,1,1,6.61,8961309
202186,01-10-2020,1582,3,5,5.3,22,17.4,0,0,3.08,17246671
202187,01-03-2013,2604,6,4,6,41,13.5,0,1,1.27,34264116
202188,01-03-2015,1896,5,5,4.1,21,25.1,0,0,6.06,16954740
202189,01-08-2019,1946,4,4,5.7,23,9.1,0,0,3.78,22280555
202190,01-01-2015,2640,6,5,7.3,47,11,1,1,2.63,31636043
202191,01-07-2023,1476,3,2,7.8,18,15.4,1,1,2.42,22740225
202192,01-08-2021,2444,6,4,9.3,16,9.6,1,0,1.9,35383819
202193,01-01-2016,1137,3,3,8.7,15,12.7,1,0,4.29,19153376
202194,01-12-2022,2142,4,3,6.9,5,7.1,0,1,0.5,28682264
202195,01-03-2013,2028,6,5,8.4,15,15.4,1,0,0.93,25337982
202196,01-01-2018,1643,4,3,9.1,36,3.8,0,0,2.38,29717316
202197,01-03-2012,1180,1,1,5.6,24,15.6,1,1,1.87,13350731
